Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.635797,-60.708928""]";Parquimetro en 4 de Enero 3398;-31.635797;-60.708928
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.636822,-60.709186""]";Parquimetro en 4 de Enero 3203;-31.636822;-60.709186
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.640047,-60.710143""]";Parquimetro en 4 de Enero 3001;-31.640047;-60.710143
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.636441,-60.710512""]";Parquimetro en Urquiza 3299;-31.636441;-60.710512
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.638562,-60.711098""]";Parquimetro en Urquiza 3101;-31.638562;-60.711098
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.641195,-60.711857""]";Parquimetro en Urquiza 2899;-31.641195;-60.711857
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.634972,-60.711578""]";Parquimetro en Francia 3402;-31.634972;-60.711578
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.637254,-60.712206""]";Parquimetro en Francia 3198;-31.637254;-60.712206
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.639489,-60.712785""]";Parquimetro en Francia 3002;-31.639489;-60.712785
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.643335,-60.712402""]";Parquimetro en Urquiza y Eva Peron;-31.643335;-60.712402
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.643874,-60.71399""]";Parquimetro en La Rioja y Francia;-31.643874;-60.71399
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.645171,-60.712938""]";Parquimetro en Tucuman y Urquiza;-31.645171;-60.712938
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.642385,-60.710825""]";Parquimetro en I.Freyre y 4 de Enero;-31.642385;-60.710825
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.641974,-60.713454""]";Parquimetro en I.Freyre y Francia;-31.641974;-60.713454
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.638402,-60.699259""]";Parquimetro en Belgrano e Ituzaingo;-31.638402;-60.699259
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.637507,-60.698969""]";Parquimetro en Balcarce y Belgrano;-31.637507;-60.698969
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.637745,-60.697929""]";Parquimetro en Las Heras y Balcarce;-31.637745;-60.697929
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.639553,-60.698465""]";Parquimetro en G.Candioti y Las Heras;-31.639553;-60.698465
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.641074,-60.698841""]";Parquimetro en Dgnal.Caseros y Las Heras;-31.641074;-60.698841
